cluster,avg_consumption,base_load,peak_to_avg_ratio,weekend_usage,weekday_usage,households,label
0,0.31600023472789807,0.08811837455830389,9.735238342074148,0.3277229658536474,0.3113235487375216,283,Balanced Users
1,0.12136474010049707,0.034005365853658535,18.6794012652176,0.12589326053408928,0.1195595768254693,615,Peak Hour Users
2,1.6003966997932928,0.6551666833333334,4.104704360932346,1.5759884046709,1.6100870611865428,6,High Consumption
3,0.6631426078992317,0.17139661016949154,7.532215379123446,0.6630890108432499,0.663123468519217,59,Balanced Users
